casename,area_of_law
2004_SGHC_7.pdf,"['civil procedure', 'evidence', 'banking', 'bills of exchange and other negotiable instruments']"
2004_SGHC_70.pdf,"['civil procedure', 'contract', 'evidence']"
2004_SGHC_71.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'land']"
2004_SGHC_72.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'tort']"
2004_SGHC_73.pdf,"['criminal law', 'evidence']"
2004_SGHC_74.pdf,"['criminal procedure and sentencing', 'contract', 'land']"
2004_SGHC_75.pdf,"['evidence', 'legal profession', 'confidence']"
2004_SGHC_76.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity']"
2004_SGHC_77.pdf,"['criminal procedure and sentencing', 'arbitration', 'injunctions', 'contract', 'evidence', 'administrative law', 'land', 'confidence']"
2004_SGHC_78.pdf,"['contract', 'evidence']"
2004_SGHC_79.pdf,"['companies', 'insurance', 'contract', 'evidence', 'land']"
2004_SGHC_8.pdf,"['civil procedure', 'criminal law', 'arbitration', 'companies', 'contract', 'evidence', 'designs', 'land']"
2004_SGHC_80.pdf,['civil procedure']
2004_SGHC_81.pdf,"['evidence', 'designs', 'land']"
2004_SGHC_82.pdf,"['evidence', 'damages', 'road traffic']"
2004_SGHC_83.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort']"
2004_SGHC_84.pdf,"['injunctions', 'companies', 'contract', 'evidence', 'damages', 'gifts']"
2004_SGHC_85.pdf,"['criminal law', 'criminal procedure and sentencing']"
2004_SGHC_86.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort']"
2004_SGHC_87.pdf,"['companies', 'banking']"
2004_SGHC_88.pdf,"['criminal law', 'evidence', 'immigration']"
2004_SGHC_89.pdf,"['contract', 'evidence', 'damages', 'employment law', 'land']"
2004_SGHC_9.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'damages']"
2004_SGHC_90.pdf,"['civil procedure', 'courts and jurisdiction', 'contract', 'evidence', 'land']"
2004_SGHC_91.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land']"
2004_SGHC_92.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'contract', 'evidence', 'agency']"
2004_SGHC_93.pdf,['evidence']
2004_SGHC_94.pdf,"['contract', 'evidence', 'equity', 'tort', 'land', 'agency']"
2004_SGHC_95.pdf,"['contract', 'evidence', 'damages', 'banking', 'tort', 'land', 'legal profession', 'confidence']"
2004_SGHC_96.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2004_SGHC_97.pdf,"['arbitration', 'contract', 'evidence', 'damages', 'land']"
2004_SGHC_98.pdf,"['criminal law', 'contract', 'evidence', 'banking']"
2004_SGHC_99.pdf,['civil procedure']
2005_SGCA_1.pdf,"['criminal law', 'evidence', 'immigration']"
2005_SGCA_10.pdf,"['arbitration', 'insurance', 'contract', 'evidence', 'damages']"
2005_SGCA_11.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2005_SGCA_12.pdf,"['civil procedure', 'arbitration', 'contract', 'evidence', 'damages', 'tort', 'land', 'limitation of actions']"
2005_SGCA_13.pdf,"['words and phrases', 'evidence', 'land']"
2005_SGCA_14.pdf,"['civil procedure', 'evidence', 'damages']"
2005_SGCA_15.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGCA_16.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGCA_17.pdf,"['injunctions', 'contract', 'evidence', 'damages', 'employment law', 'tort', 'land', 'intellectual property', 'confidence']"
2005_SGCA_18.pdf,"['evidence', 'damages', 'tort', 'land']"
2005_SGCA_19.pdf,"['contract', 'evidence', 'damages', 'land', 'restitution']"
2005_SGCA_2.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'equity', 'land']"
2005_SGCA_20.pdf,['land']
2005_SGCA_21.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'banking', 'equity']"
2005_SGCA_22.pdf,"['contempt of court', 'contract', 'evidence', 'res judicata', 'land']"
2005_SGCA_23.pdf,"['civil procedure', 'companies', 'evidence', 'banking', 'equity', 'land', 'gifts']"
2005_SGCA_24.pdf,"['civil procedure', 'evidence', 'probate and administration', 'land', 'gifts']"
2005_SGCA_25.pdf,"['companies', 'contract', 'evidence', 'damages']"
2005_SGCA_26.pdf,"['civil procedure', 'arbitration', 'contract', 'evidence', 'damages', 'land', 'agency']"
2005_SGCA_27.pdf,"['companies', 'contract', 'evidence']"
2005_SGCA_28.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGCA_29.pdf,"['injunctions', 'insurance', 'contract', 'evidence', 'damages', 'equity', 'tort', 'land']"
2005_SGCA_3.pdf,"['civil procedure', 'evidence', 'land', 'legal profession']"
2005_SGCA_30.pdf,"['civil procedure', 'insurance', 'contract', 'evidence', 'damages', 'immigration', 'confidence']"
2005_SGCA_31.pdf,"['criminal law', 'evidence']"
2005_SGCA_32.pdf,"['civil procedure', 'insolvency law', 'contract', 'evidence', 'damages', 'banking', 'land']"
2005_SGCA_33.pdf,"['insolvency law', 'companies', 'equity', 'land']"
2005_SGCA_34.pdf,"['civil procedure', 'criminal law', 'credit and security', 'companies', 'evidence', 'damages', 'equity', 'land', 'agency', 'confidence']"
2005_SGCA_35.pdf,"['companies', 'evidence', 'damages', 'tort', 'land']"
2005_SGCA_36.pdf,"['civil procedure', 'conflict of laws', 'arbitration', 'companies', 'insurance', 'contract', 'evidence', 'damages', 'tort', 'land', 'agency']"
2005_SGCA_37.pdf,"['evidence', 'land', 'family law']"
2005_SGCA_38.pdf,"['contract', 'evidence', 'trusts', 'damages', 'tort', 'land']"
2005_SGCA_39.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land']"
2005_SGCA_4.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'trusts', 'probate and administration', 'land', 'gifts']"
2005_SGCA_40.pdf,"['contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGCA_41.pdf,['land']
2005_SGCA_42.pdf,"['admiralty and shipping', 'arbitration', 'contract', 'evidence', 'damages', 'banking']"
2005_SGCA_43.pdf,"['evidence', 'equity', 'land']"
2005_SGCA_44.pdf,"['insolvency law', 'companies', 'trusts']"
2005_SGCA_45.pdf,['bills of exchange and other negotiable instruments']
2005_SGCA_46.pdf,"['companies', 'contract', 'evidence', 'banking', 'equity', 'land', 'restitution']"
2005_SGCA_47.pdf,"['civil procedure', 'arbitration', 'injunctions', 'courts and jurisdiction', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2005_SGCA_48.pdf,"['civil procedure', 'insurance', 'evidence', 'land', 'family law']"
2005_SGCA_49.pdf,"['civil procedure', 'evidence', 'trusts', 'administrative law', 'statutory interpretation']"
2005_SGCA_5.pdf,"['injunctions', 'companies', 'contract', 'evidence', 'damages']"
2005_SGCA_50.pdf,"['criminal procedure and sentencing', 'evidence', 'land', 'immigration']"
2005_SGCA_51.pdf,"['criminal law', 'evidence']"
2005_SGCA_52.pdf,"['companies', 'courts and jurisdiction', 'revenue law', 'equity', 'land', 'statutory interpretation']"
2005_SGCA_53.pdf,"['evidence', 'equity', 'land', 'legal profession']"
2005_SGCA_54.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land']"
2005_SGCA_55.pdf,"['injunctions', 'companies', 'evidence', 'damages', 'equity', 'land', 'intellectual property']"
2005_SGCA_56.pdf,"['criminal law', 'evidence', 'statutory interpretation']"
2005_SGCA_57.pdf,"['evidence', 'damages', 'tort', 'legal profession']"
2005_SGCA_58.pdf,"['civil procedure', 'contract', 'evidence', 'res judicata', 'damages', 'administrative law', 'land']"
2005_SGCA_59.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'equity', 'land', 'limitation of actions']"
2005_SGCA_6.pdf,"['civil procedure', 'contract', 'banking', 'land']"
2005_SGCA_7.pdf,['criminal procedure and sentencing']
2005_SGCA_8.pdf,"['civil procedure', 'evidence', 'damages', 'banking']"
2005_SGCA_9.pdf,"['criminal procedure and sentencing', 'evidence', 'land', 'immigration']"
2005_SGHC_1.pdf,"['contract', 'evidence', 'land', 'immigration', 'gifts', 'restitution']"
2005_SGHC_10.pdf,"['civil procedure', 'companies', 'evidence', 'res judicata', 'trusts', 'damages', 'land']"
2005_SGHC_100.pdf,"['insurance', 'evidence', 'trusts', 'land', 'immigration']"
2005_SGHC_101.pdf,"['land', 'legal profession']"
2005_SGHC_102.pdf,"['credit and security', 'companies', 'damages', 'land']"
2005_SGHC_103.pdf,"['civil procedure', 'contract', 'evidence', 'land', 'legal profession', 'confidence']"
2005_SGHC_104.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2005_SGHC_105.pdf,"['civil procedure', 'injunctions', 'companies', 'damages']"
2005_SGHC_106.pdf,"['civil procedure', 'evidence']"
2005_SGHC_107.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGHC_108.pdf,"['evidence', 'designs', 'intellectual property']"
2005_SGHC_109.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGHC_11.pdf,"['insurance', 'contract', 'evidence', 'equity', 'land']"
2005_SGHC_110.pdf,"['insurance', 'contract', 'evidence', 'gifts']"
2005_SGHC_111.pdf,"['companies', 'contract', 'evidence', 'confidence']"
2005_SGHC_112.pdf,"['arbitration', 'companies']"
2005_SGHC_113.pdf,"['credit and security', 'insurance', 'contract', 'evidence', 'banking', 'equity', 'land']"
2005_SGHC_114.pdf,"['arbitration', 'contract', 'evidence', 'confidence']"
2005_SGHC_115.pdf,"['companies', 'revenue law', 'insurance', 'contract', 'land', 'agency']"
2005_SGHC_116.pdf,"['contract', 'evidence', 'equity', 'tort', 'land']"
2005_SGHC_117.pdf,"['companies', 'contract', 'evidence', 'equity', 'land']"
2005_SGHC_118.pdf,"['companies', 'evidence', 'damages', 'tort', 'land']"
2005_SGHC_119.pdf,"['insolvency law', 'insurance', 'evidence', 'land']"
2005_SGHC_12.pdf,['civil procedure']
2005_SGHC_120.pdf,"['evidence', 'legal profession']"
2005_SGHC_121.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGHC_122.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land', 'immigration']"
2005_SGHC_123.pdf,"['criminal procedure and sentencing', 'contract', 'evidence', 'banking', 'land', 'confidence']"
2005_SGHC_124.pdf,"['criminal procedure and sentencing', 'evidence', 'land']"
2005_SGHC_125.pdf,"['criminal law', 'evidence', 'land']"
2005_SGHC_126.pdf,"['land', 'road traffic']"
2005_SGHC_127.pdf,"['contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGHC_128.pdf,"['evidence', 'tort', 'land', 'road traffic']"
2005_SGHC_129.pdf,"['evidence', 'administrative law']"
2005_SGHC_13.pdf,"['criminal law', 'evidence', 'land']"
2005_SGHC_130.pdf,"['words and phrases', 'contract', 'evidence', 'damages', 'tort', 'land', 'intellectual property']"
2005_SGHC_131.pdf,"['contract', 'evidence', 'damages']"
2005_SGHC_132.pdf,"['admiralty and shipping', 'arbitration', 'companies', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2005_SGHC_133.pdf,"['civil procedure', 'injunctions', 'companies', 'contract', 'evidence', 'damages', 'designs', 'land', 'intellectual property', 'gifts']"
2005_SGHC_134.pdf,"['contract', 'evidence', 'banking', 'land', 'confidence']"
2005_SGHC_135.pdf,"['civil procedure', 'companies', 'evidence', 'land']"
2005_SGHC_136.pdf,"['insurance', 'contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGHC_137.pdf,"['revenue law', 'banking', 'land']"
2005_SGHC_138.pdf,"['civil procedure', 'injunctions', 'companies', 'contract', 'evidence', 'tort', 'land']"
2005_SGHC_139.pdf,"['companies', 'evidence', 'res judicata', 'intellectual property']"
2005_SGHC_14.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'equity', 'land']"
2005_SGHC_140.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'family law']"
2005_SGHC_141.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'insurance', 'evidence', 'restitution']"
2005_SGHC_142.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land']"
2005_SGHC_143.pdf,"['criminal law', 'evidence']"
2005_SGHC_144.pdf,"['contract', 'evidence', 'land']"
2005_SGHC_145.pdf,"['companies', 'contract', 'evidence', 'gifts', 'confidence']"
2005_SGHC_146.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2005_SGHC_147.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'insurance', 'evidence', 'land', 'immigration']"
2005_SGHC_148.pdf,"['companies', 'evidence', 'land', 'legal profession', 'confidence']"
2005_SGHC_149.pdf,"['bailment', 'contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGHC_15.pdf,"['civil procedure', 'damages']"
2005_SGHC_150.pdf,"['injunctions', 'companies', 'contract', 'evidence', 'damages', 'employment law', 'tort', 'confidence']"
2005_SGHC_151.pdf,"['companies', 'land']"
2005_SGHC_152.pdf,"['companies', 'contract', 'evidence', 'trusts', 'limitation of actions']"
2005_SGHC_153.pdf,"['contract', 'evidence', 'land', 'professions', 'confidence']"
2005_SGHC_154.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land']"
2005_SGHC_155.pdf,"['civil procedure', 'conflict of laws', 'companies', 'insurance', 'contract', 'evidence', 'tort', 'land']"
2005_SGHC_156.pdf,"['conflict of laws', 'land', 'succession and wills']"
2005_SGHC_157.pdf,"['evidence', 'damages', 'tort', 'land', 'road traffic']"
2005_SGHC_158.pdf,"['criminal procedure and sentencing', 'evidence']"
2005_SGHC_159.pdf,"['insolvency law', 'contract', 'evidence', 'banking', 'equity', 'legal profession']"
2005_SGHC_16.pdf,"['land', 'family law', 'immigration']"
2005_SGHC_160.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land', 'immigration']"
2005_SGHC_161.pdf,"['arbitration', 'companies', 'contract', 'damages', 'land']"
2005_SGHC_162.pdf,"['contract', 'evidence', 'damages', 'tort', 'land']"
2005_SGHC_163.pdf,"['arbitration', 'contract', 'damages', 'tort']"
2005_SGHC_164.pdf,"['insurance', 'evidence', 'banking', 'family law']"
2005_SGHC_165.pdf,"['criminal law', 'contract', 'evidence', 'agency']"
2005_SGHC_166.pdf,"['admiralty and shipping', 'evidence', 'damages', 'land']"
2005_SGHC_167.pdf,"['companies', 'evidence', 'res judicata', 'land']"
2005_SGHC_168.pdf,"['evidence', 'damages', 'land']"
2005_SGHC_169.pdf,"['legal profession', 'confidence']"
2005_SGHC_17.pdf,"['insolvency law', 'companies', 'equity']"
2005_SGHC_170.pdf,"['companies', 'contract', 'evidence', 'damages', 'agency']"
2005_SGHC_171.pdf,"['contract', 'evidence', 'land', 'family law', 'agency', 'confidence']"
2005_SGHC_172.pdf,"['companies', 'revenue law', 'trusts', 'banking', 'equity', 'land', 'confidence']"
2005_SGHC_173.pdf,"['companies', 'damages', 'land']"
2005_SGHC_174.pdf,"['companies', 'insurance', 'contract', 'evidence', 'trusts', 'equity']"
2005_SGHC_175.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2005_SGHC_176.pdf,"['criminal law', 'criminal procedure and sentencing', 'insurance', 'evidence', 'land']"
2005_SGHC_177.pdf,"['companies', 'contract', 'evidence', 'tort', 'confidence']"
2005_SGHC_178.pdf,"['companies', 'land']"
2005_SGHC_179.pdf,"['evidence', 'legal profession', 'confidence']"
2005_SGHC_18.pdf,"['contract', 'evidence', 'damages']"
2005_SGHC_180.pdf,"['evidence', 'damages']"
2005_SGHC_181.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2005_SGHC_182.pdf,"['insolvency law', 'contract', 'land']"
2005_SGHC_183.pdf,"['civil procedure', 'evidence', 'damages']"
2005_SGHC_184.pdf,"['civil procedure', 'arbitration', 'companies', 'evidence', 'agency']"
2005_SGHC_185.pdf,"['companies', 'insurance', 'contract', 'evidence', 'land']"
2005_SGHC_186.pdf,"['insurance', 'contract', 'employment law', 'land', 'statutory interpretation']"
2005_SGHC_187.pdf,"['evidence', 'legal profession', 'confidence']"
2005_SGHC_188.pdf,"['insurance', 'damages', 'employment law']"
2005_SGHC_189.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'land', 'confidence']"
2005_SGHC_19.pdf,"['civil procedure', 'evidence', 'land']"
2005_SGHC_190.pdf,"['insurance', 'evidence', 'damages', 'tort', 'land', 'road traffic']"
2005_SGHC_191.pdf,"['evidence', 'damages', 'tort', 'land', 'intellectual property', 'legal profession']"
2005_SGHC_192.pdf,"['contract', 'evidence', 'damages']"
2005_SGHC_193.pdf,"['criminal law', 'contempt of court', 'evidence', 'land', 'constitutional law']"
2005_SGHC_194.pdf,"['courts and jurisdiction', 'contract', 'evidence', 'land']"
2005_SGHC_195.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'evidence']"
2005_SGHC_196.pdf,"['companies', 'insurance', 'contract', 'damages']"
2005_SGHC_197.pdf,"['arbitration', 'contract', 'land']"
2005_SGHC_198.pdf,"['companies', 'land']"
2005_SGHC_199.pdf,"['civil procedure', 'injunctions', 'contract', 'evidence', 'damages']"
2005_SGHC_2.pdf,"['civil procedure', 'evidence', 'damages', 'tort']"
2005_SGHC_20.pdf,"['criminal procedure and sentencing', 'evidence', 'restitution']"
2005_SGHC_200.pdf,"['civil procedure', 'companies', 'contract']"
2005_SGHC_201.pdf,"['civil procedure', 'arbitration', 'injunctions', 'damages']"
2005_SGHC_202.pdf,"['insolvency law', 'companies', 'contract', 'evidence', 'damages']"
2005_SGHC_203.pdf,"['civil procedure', 'evidence', 'banking', 'land']"
2005_SGHC_204.pdf,"['arbitration', 'insolvency law', 'companies', 'contract', 'evidence', 'land']"
2005_SGHC_205.pdf,"['civil procedure', 'companies', 'evidence', 'damages']"
2005_SGHC_206.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'land']"
2005_SGHC_207.pdf,['criminal procedure and sentencing']
2005_SGHC_208.pdf,"['companies', 'evidence']"
2005_SGHC_209.pdf,"['evidence', 'banking', 'equity', 'land', 'family law', 'gifts']"
2005_SGHC_21.pdf,"['contract', 'evidence', 'damages', 'tort']"
2005_SGHC_210.pdf,"['credit and security', 'contract', 'evidence']"
2005_SGHC_211.pdf,['companies']
2005_SGHC_212.pdf,"['civil procedure', 'arbitration', 'companies', 'evidence']"
2005_SGHC_213.pdf,"['criminal law', 'criminal procedure and sentencing', 'contract', 'evidence', 'immigration']"
2005_SGHC_214.pdf,"['insolvency law', 'companies']"
2005_SGHC_215.pdf,"['companies', 'contract', 'evidence', 'damages', 'building and construction law']"
2005_SGHC_216.pdf,"['civil procedure', 'contempt of court', 'words and phrases', 'administrative law', 'land', 'constitutional law']"
2005_SGHC_217.pdf,"['admiralty and shipping', 'bailment', 'companies', 'contract', 'evidence', 'damages', 'banking', 'tort', 'land', 'immigration']"
2005_SGHC_218.pdf,"['companies', 'evidence', 'damages', 'land', 'family law', 'gifts']"
2005_SGHC_219.pdf,"['revenue law', 'insurance', 'land']"
2005_SGHC_22.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'words and phrases', 'contract', 'evidence', 'agency']"
2005_SGHC_220.pdf,"['contract', 'banking', 'land']"
2005_SGHC_221.pdf,"['criminal law', 'evidence', 'land']"
2005_SGHC_222.pdf,"['criminal law', 'evidence', 'land']"
2005_SGHC_223.pdf,"['contract', 'evidence', 'tort', 'land']"
2005_SGHC_224.pdf,"['arbitration', 'contract', 'evidence', 'damages', 'land']"
